,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
124,2021-01-22,770.7768099853569,713.7042322078153,836.6172794096407,770.7768099853569,770.7768099853569,1.9735357218235914,1.9735357218235914,1.9735357218235914,1.9735357218235914,1.9735357218235914,1.9735357218235914,0.0,0.0,0.0,772.7503457071805
125,2021-01-25,773.6739479900822,712.0070186946862,837.1187089682121,773.6739479900822,773.6739479900822,-0.041948689252900094,-0.041948689252900094,-0.041948689252900094,-0.041948689252900094,-0.041948689252900094,-0.041948689252900094,0.0,0.0,0.0,773.6319993008293
126,2021-01-26,774.639660658324,713.7426505739653,844.7203731664545,774.639660658324,774.639660658324,3.029316180423238,3.029316180423238,3.029316180423238,3.029316180423238,3.029316180423238,3.029316180423238,0.0,0.0,0.0,777.6689768387473
127,2021-01-27,775.6053733265658,708.5155923216882,844.3359894280293,775.6053733265658,775.6053733265658,1.225046290210548,1.225046290210548,1.225046290210548,1.225046290210548,1.225046290210548,1.225046290210548,0.0,0.0,0.0,776.8304196167763
128,2021-01-28,776.5710859948076,709.3302657521558,839.5542804295955,776.5710859948076,776.5710859948076,1.2077076163554188,1.2077076163554188,1.2077076163554188,1.2077076163554188,1.2077076163554188,1.2077076163554188,0.0,0.0,0.0,777.778793611163
129,2021-01-29,777.5367986630494,716.2643212281107,842.4338463087223,777.5367986630494,777.5367986630494,1.9735357218195724,1.9735357218195724,1.9735357218195724,1.9735357218195724,1.9735357218195724,1.9735357218195724,0.0,0.0,0.0,779.5103343848689
130,2021-02-01,774.5299297924134,709.3389920534652,836.5653962984359,774.5299297924134,774.5299297924134,-0.041948689248376726,-0.041948689248376726,-0.041948689248376726,-0.041948689248376726,-0.041948689248376726,-0.041948689248376726,0.0,0.0,0.0,774.4879811031651
131,2021-02-02,773.5276401688682,713.583261817503,842.7622412541331,773.5276401688682,773.5276401688682,3.029316180424234,3.029316180424234,3.029316180424234,3.029316180424234,3.029316180424234,3.029316180424234,0.0,0.0,0.0,776.5569563492924
132,2021-02-03,772.5253505453228,706.5799234819286,836.4623910653685,772.5253505453228,772.5253505453228,1.2250462902156884,1.2250462902156884,1.2250462902156884,1.2250462902156884,1.2250462902156884,1.2250462902156884,0.0,0.0,0.0,773.7503968355385
133,2021-02-04,771.5230609217775,708.1194476714535,837.1519101357346,771.5230609217775,771.5230609217775,1.207707616359692,1.207707616359692,1.207707616359692,1.207707616359692,1.207707616359692,1.207707616359692,0.0,0.0,0.0,772.7307685381372
